scenario,spp,METRIC_SUBTYPE,METRIC,n,value
baseline_win,shore,Waterbird habitat,Shorebirds (winter),32,291187
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),32,427868
baseline_win,crane,Waterbird habitat,Cranes (winter),32,35366
baseline_win,geese,Waterbird habitat,Geese (winter),32,151571
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),32,114746
baseline_win,TOTAL,Waterbird habitat,Total (winter),32,544912
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),32,308271
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),32,324817
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),32,458441
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),32,33765
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),32,159502
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),32,143846
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),32,576126
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),32,263837
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),32,326164
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),32,440178
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),32,31206
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),32,153528
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),32,111353
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),32,530316
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),32,309790
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),32,359799
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),32,469683
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),32,29520
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),32,160634
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),32,139895
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),32,560377
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),33,294285
baseline_win,shore,Waterbird habitat,Shorebirds (winter),33,244245
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),33,471061
baseline_win,crane,Waterbird habitat,Cranes (winter),33,124028
baseline_win,geese,Waterbird habitat,Geese (winter),33,157192
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),33,133214
baseline_win,TOTAL,Waterbird habitat,Total (winter),33,561608
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),33,332086
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),33,270681
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),33,454319
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),33,114806
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),33,165544
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),33,173229
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),33,578995
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),33,289244
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),33,259506
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),33,470114
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),33,115912
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),33,167984
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),33,132513
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),33,545135
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),33,327118
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),33,292501
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),33,453496
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),33,106168
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),33,176029
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),33,172204
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),33,560100
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),34,310670
baseline_win,shore,Waterbird habitat,Shorebirds (winter),34,266638
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),34,644406
baseline_win,crane,Waterbird habitat,Cranes (winter),34,138804
baseline_win,geese,Waterbird habitat,Geese (winter),34,322492
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),34,65524
baseline_win,TOTAL,Waterbird habitat,Total (winter),34,725977
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),34,348970
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),34,297939
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),34,675804
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),34,130293
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),34,330493
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),34,93409
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),34,753919
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),34,303836
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),34,267889
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),34,639818
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),34,138848
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),34,330627
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),34,68453
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),34,699805
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),34,342192
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),34,297114
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),34,667265
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),34,129627
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),34,334686
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),34,95721
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),34,724303
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),35,287228
baseline_win,shore,Waterbird habitat,Shorebirds (winter),35,246073
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),35,733057
baseline_win,crane,Waterbird habitat,Cranes (winter),35,97011
baseline_win,geese,Waterbird habitat,Geese (winter),35,172189
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),35,113852
baseline_win,TOTAL,Waterbird habitat,Total (winter),35,775225
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),35,323278
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),35,283435
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),35,761269
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),35,84005
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),35,157888
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),35,141686
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),35,802179
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),35,275260
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),35,241978
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),35,714018
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),35,93256
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),35,174407
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),35,111430
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),35,744162
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),35,311196
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),35,279048
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),35,734761
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),35,81496
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),35,159157
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),35,138307
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),35,766237
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),36,354583
baseline_win,shore,Waterbird habitat,Shorebirds (winter),36,215055
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),36,492809
baseline_win,crane,Waterbird habitat,Cranes (winter),36,71080
baseline_win,geese,Waterbird habitat,Geese (winter),36,211067
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),36,123518
baseline_win,TOTAL,Waterbird habitat,Total (winter),36,664200
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),36,395096
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),36,207083
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),36,534491
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),36,66937
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),36,206896
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),36,149534
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),36,706403
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),36,344181
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),36,204529
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),36,469811
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),36,76414
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),36,232248
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),36,121062
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),36,632574
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),36,384679
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),36,197484
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),36,508391
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),36,70876
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),36,225162
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),36,144470
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),36,669608
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),37,284308
baseline_win,shore,Waterbird habitat,Shorebirds (winter),37,199329
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),37,278114
baseline_win,crane,Waterbird habitat,Cranes (winter),37,289454
baseline_win,geese,Waterbird habitat,Geese (winter),37,180663
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),37,83376
baseline_win,TOTAL,Waterbird habitat,Total (winter),37,630479
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),37,321286
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),37,190856
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),37,314781
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),37,280007
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),37,194838
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),37,111142
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),37,655959
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),37,269513
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),37,200167
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),37,304409
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),37,267535
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),37,204653
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),37,72608
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),37,600369
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),37,306519
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),37,188834
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),37,341097
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),37,258945
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),37,214282
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),37,100590
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),37,623999
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),38,253921
baseline_win,shore,Waterbird habitat,Shorebirds (winter),38,216823
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),38,173396
baseline_win,crane,Waterbird habitat,Cranes (winter),38,83287
baseline_win,geese,Waterbird habitat,Geese (winter),38,146025
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),38,118313
baseline_win,TOTAL,Waterbird habitat,Total (winter),38,441034
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),38,289787
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),38,245368
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),38,213966
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),38,76773
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),38,150855
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),38,146541
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),38,480153
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),38,245535
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),38,247965
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),38,192160
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),38,100644
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),38,153715
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),38,116456
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),38,439109
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),38,281089
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),38,280194
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),38,233728
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),38,93548
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),38,157104
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),38,143426
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),38,478110
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),39,179572
baseline_win,shore,Waterbird habitat,Shorebirds (winter),39,133583
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),39,110731
baseline_win,crane,Waterbird habitat,Cranes (winter),39,215993
baseline_win,geese,Waterbird habitat,Geese (winter),39,83563
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),39,115229
baseline_win,TOTAL,Waterbird habitat,Total (winter),39,398371
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),39,205871
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),39,132387
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),39,165113
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),39,209552
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),39,95280
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),39,145161
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),39,439908
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),39,175066
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),39,138521
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),39,138499
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),39,199013
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),39,90155
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),39,110956
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),39,384745
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),39,199559
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),39,135817
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),39,196750
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),39,191616
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),39,103623
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),39,139964
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),39,428090
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),40,297380
baseline_win,shore,Waterbird habitat,Shorebirds (winter),40,241160
